total_movement,avg_speed,n_events,mean_dt,idle_ratio,turn_angle_mean,speed_std,speed_max,dist_std,efficiency_sub,turn_angle_std,vh_ratio,dir_change_rate,xy_corr,accel_cv,step_autocorr,userId,gameId,is_bot,bot_type
9919.180586119142,0.054997745731811605,11276,15.962504728862294,0.7961156438453352,0.2869540756649918,0.13182723587965992,1.9082298626719851,2.168999749295278,0.769613457705907,0.6351363905340645,1.1977388981416948,0.08194395175594182,0.00462606354291819,3.0837764314842264,0.8464964716940843,-1,csgo_stitch_0,1,stitch
11373.532204196114,0.06298794696148374,11292,15.939845659949437,0.7877258235919234,0.28577625096620296,0.1566258051091468,1.9578577348066484,2.5663648302457647,0.7231938644982461,0.6163294706275076,1.2997383136323764,0.07518597236981935,0.04573913852228511,3.2973318852061126,0.8252197224477313,-1,csgo_stitch_1,1,stitch
9383.8498652803,0.05528326766556826,10576,17.01920766528469,0.813161875945537,0.27793769411840885,0.14974908501983777,2.3199642415289476,2.449548169762049,0.7481405863016988,0.6249859970087089,1.0983655994747028,0.0680786686838124,0.0557403395197931,3.709838664186972,0.7767314219495933,-1,csgo_stitch_2,1,stitch
9879.36159336814,0.05579618790136917,10984,16.386180673713834,0.8136380189366351,0.2786180268823781,0.1464205207054399,1.9299942679915354,2.4298614671585392,0.7180352991884303,0.630162745745124,1.4772861301575462,0.07164967225054625,0.0043177341274457355,3.4514456728577656,0.7650927758696009,-1,csgo_stitch_3,1,stitch
8852.951406870226,0.0497321325662619,11090,16.23017724387014,0.8339044183949504,0.2460594182852797,0.144409829750868,1.8867623130680042,2.373388276812652,0.7456061274610878,0.5915693581634512,1.046910668805349,0.06519386834986474,-0.02843692479429501,3.6756922087663773,0.8095073508977526,-1,csgo_stitch_4,1,stitch
8125.633223730554,0.04831141861732542,10460,17.207282697388543,0.8191204588910134,0.2613800431891958,0.12434759197834254,1.838832106224979,2.0817532890709285,0.6935846856256234,0.5896535356174467,1.6532331920759038,0.07208413001912047,0.005049176677752785,3.8342601732148665,0.7752175301570059,-1,csgo_stitch_5,1,stitch
9104.818786253561,0.05377037604568407,10467,17.196958607079445,0.820674500812076,0.2852020166573926,0.14921468437285307,1.9964863991699067,2.4896993200255193,0.7366394818587391,0.6287892314245905,1.4706942898329116,0.06687685105569886,0.02397573344214224,3.6150454103354996,0.7767631744684815,-1,csgo_stitch_6,1,stitch
7592.014631545712,0.045190943671304905,10569,17.030543754982624,0.8403822499763459,0.27521264451441435,0.12721879297278196,1.9389807206100422,2.0517652634251866,0.7256169346913404,0.6146898592412139,1.7392602875277567,0.06935377046078153,-0.037242594370688824,3.9914668633271204,0.7719818990860301,-1,csgo_stitch_7,1,stitch
8471.903050035524,0.04976993938533578,10475,17.183022817395216,0.834653937947494,0.2883337287404065,0.1376421861958213,1.907811942856042,2.327125899605359,0.7513129436259053,0.634584815630709,1.4464212550289273,0.07589498806682578,0.012833320453761293,3.737214246034227,0.7489020413847557,-1,csgo_stitch_8,1,stitch
9354.649309394546,0.053547189071238434,10960,16.422740593448996,0.8130474452554745,0.2512884082096346,0.14765657050685907,1.9137360747677492,2.3944918888494873,0.739032055334222,0.6050059072204749,1.181886868203277,0.06368613138686131,0.011401133425960351,3.65681406520304,0.7944026393769786,-1,csgo_stitch_9,1,stitch
10428.158937281498,0.06012306756552095,10782,16.693304694471045,0.7955852346503431,0.2773164481421145,0.15119262501533323,1.9418601526200776,2.5040382361060343,0.7099130514870963,0.6250824547819699,1.2629980582447469,0.08013355592654424,-0.060036534225916774,3.594330075029794,0.7542635811603251,-1,csgo_stitch_10,1,stitch
7819.755568407668,0.046716421455108445,10493,17.153860755556412,0.8333174497283904,0.24590881518590293,0.1285885560511328,1.931911610265026,2.091599794598809,0.7801930015378069,0.5933025596591136,1.4135796780554002,0.06490040979700754,-0.026746315799277907,3.5465684205296233,0.8310656922030795,-1,csgo_stitch_11,1,stitch
9832.726372444526,0.061447762659124314,9925,18.1347738352719,0.794256926952141,0.2791796508717078,0.15897072293225056,2.016484138110085,2.623366195136495,0.7428017605742732,0.6316745935330806,1.2230506533549765,0.07244332493702771,-0.01099178590459419,3.5268461013278314,0.8015154742496823,-1,csgo_stitch_12,1,stitch
11320.866755863706,0.06428244904317124,10975,16.400602173637015,0.7845102505694761,0.2811193343737863,0.16077392773336416,2.464592743164219,2.6387019281113298,0.7167990277595937,0.6190785529483722,1.453356517010356,0.07252847380410023,0.015136487527163943,3.36941813183891,0.7893849197952505,-1,csgo_stitch_13,1,stitch
10142.894247260203,0.05711880459920641,10995,16.370742825947133,0.8218281036834925,0.26977573500628543,0.16013543382403922,2.04296050625193,2.648448396870071,0.7259849705592477,0.6203514970439888,1.0062145470211876,0.06721236925875398,-0.05585344526681164,3.5520662928021505,0.7878584583901083,-1,csgo_stitch_14,1,stitch
9937.492554262928,0.057249728760803247,10797,16.6706778601632,0.8087431693989071,0.2609130047121203,0.151571742840287,1.937336731388484,2.5043158688058598,0.7383687872521902,0.6041727471261323,0.9895052260343339,0.06937112160785404,-0.0257570329010276,3.6027022310978105,0.7669924601224607,-1,csgo_stitch_15,1,stitch
9349.509866113169,0.05189924540864373,11183,16.095881243057665,0.8412769382097827,0.2601714476116258,0.15320579552390046,1.941215232853765,2.5133387620258705,0.7225100204300225,0.6082082925997401,1.253828308300367,0.06652955378699812,0.00669896072437919,3.754505124437524,0.7903495904895086,-1,csgo_stitch_16,1,stitch
8532.102856945618,0.04809244436247517,11027,16.322433060250507,0.8410265711435567,0.26756967715673385,0.14214503990754593,1.8741227208255506,2.359558081579007,0.758480705609786,0.6458975037896975,1.145162804252724,0.05568150902330643,0.07788195019192933,3.829921803959577,0.7708628147631758,-1,csgo_stitch_17,1,stitch
8798.109424125287,0.04969551386486256,11126,16.177032029812434,0.8213194319611721,0.2861785674615451,0.13639700708504712,1.959875662721613,2.2180545186897476,0.7204637720514633,0.6616748271858376,1.0990373556808095,0.07289232428545749,0.04695203552844277,3.860685153624968,0.7518088206517741,-1,csgo_stitch_18,1,stitch
8032.125287266411,0.04545096067136061,10986,16.384387727955424,0.8304205352266522,0.26188326363803266,0.1264611956418453,1.967832260939252,2.106277680359249,0.7707564606184547,0.6028999438923088,1.5073797583405681,0.07928272346622975,0.04477968006185873,3.9740392729166825,0.7167588581259055,-1,csgo_stitch_19,1,stitch
9466.106325758738,0.05237144667314123,11349,15.859387253770798,0.8144329896907216,0.27568556131628424,0.13693357376280604,1.8731695248194526,2.214978522043193,0.7264355143585961,0.6135317183232603,1.2267586791729563,0.07974270860868798,-0.011656849519729652,3.3973652183361107,0.8342349675785724,-1,csgo_stitch_20,1,stitch
8794.295892769353,0.04926798175211084,11195,16.078137928379196,0.8323358642251005,0.2806097031278737,0.13526762689868932,1.818553141661926,2.209533848301213,0.7335702519635504,0.6257900309916437,1.2983236387504575,0.07056721750781599,-0.01849395408153072,3.511623410960828,0.83218123002191,-1,csgo_stitch_21,1,stitch
8770.151161290727,0.05023410287937132,10822,16.631587491096294,0.8131583810755868,0.28400583690092607,0.13263126326303482,2.034061619903404,2.227542355943667,0.7364558526623691,0.6396355030130736,1.5121476982466047,0.0766032156717797,-0.028286402565103265,3.4551502042237416,0.7352960139991351,-1,csgo_stitch_22,1,stitch
8681.361387460236,0.05036792464216208,10771,16.710895582684525,0.8284281867978832,0.26108048780443405,0.1329122061830287,1.8864679265540794,2.184934504217568,0.7463600972518577,0.6141935964661372,1.5149623454164005,0.06861015690279454,0.012460146895508393,3.657945923025301,0.7797138083441599,-1,csgo_stitch_23,1,stitch
7875.966806694005,0.04611314904633876,10697,16.72311410854668,0.8336916892586707,0.26938745634621336,0.13046566997278095,1.8396335138738864,2.136081477667362,0.7681455014744427,0.6063073031071652,1.0612735957728756,0.06973917920912405,0.02141009273293358,3.565524690964314,0.8240166381451104,-1,csgo_stitch_24,1,stitch
9246.849189685065,0.05136815046849488,11150,16.142445309716614,0.8248430493273543,0.2703839157995537,0.14267006894791553,2.011796865129593,2.3743365234774734,0.7237497809397851,0.6073199336002216,1.1990350094162645,0.06977578475336323,-0.024786932094118124,3.6622156164723423,0.8020775692292306,-1,csgo_stitch_25,1,stitch
11209.488231116162,0.061679820822620406,11375,15.824156943162818,0.7993846153846154,0.28067320342663316,0.1555201895387852,1.8119937689079662,2.532474687446377,0.761361065199926,0.6293862707249435,0.9297812044073313,0.06698901098901099,-0.005955640086441795,3.313544064303052,0.8085508094906724,-1,csgo_stitch_26,1,stitch
