total_movement,avg_speed,n_events,mean_dt,idle_ratio,turn_angle_mean,speed_std,speed_max,dist_std,efficiency_sub,turn_angle_std,vh_ratio,dir_change_rate,xy_corr,accel_cv,step_autocorr,userId,gameId,session,participant,is_bot,bot_type,round_n,alive_frac_in_window
7076.6850905521,0.04102403220977563,10755,16.73648521886808,0.8553231055323105,0.2246150319020613,0.12021655255006124,1.8086935091270018,1.9723635466550271,0.7549701413967191,0.5618485600840829,1.5206759114240647,0.05681078568107857,0.03148975908505038,4.182589151528496,0.7905619118202343,csgo_S001_P3,S001_P3,S001,P3,0,human,2,0.937336587066411
8004.029498602587,0.047067333882851954,10495,17.151159438125852,0.8426869938065745,0.2107030571072227,0.13763839828846097,1.9877229465049786,2.3129139206418783,0.7044098253077526,0.5308253061773758,1.480249136688213,0.060790852787041445,0.07975376697404125,4.121796904943351,0.7768470512170438,csgo_S001_P4,S001_P4,S001,P4,0,human,2,0.9166739453227356
8550.026924773087,0.04953199413680497,10697,16.706011398591198,0.8272412826025989,0.21775634425763032,0.11941741104967589,1.8730930313322043,2.017874955560169,0.7779300040594754,0.5299519289745938,1.7996118132335632,0.0760026175563242,-0.05812774619646418,3.973365287644694,0.7954597148245008,csgo_S004_P3,S004_P3,S004,P3,0,human,2,0.9329321472178616
8863.26514094169,0.05189299718654631,10666,16.87470682064331,0.8282392649540596,0.29234352544384956,0.14501128922273931,2.018416299331528,2.366211780445708,0.7343100049219459,0.6662809194292121,0.960439702204949,0.07181698856178512,-0.002967526902601779,3.3001585049953417,0.8541084677901638,csgo_S004_P4,S004_P4,S004,P4,0,human,2,0.9301473794366443
9208.515212211076,0.052160337406128056,11082,16.242611502515043,0.8015701136978884,0.30615951428657556,0.12816835938301596,1.898425341195487,2.080750134791376,0.7141594322930374,0.6575172531531421,1.2031561442921468,0.06623353185345605,0.057575105521372495,3.4494513632568875,0.762384982648968,csgo_S005_P2,S005_P2,S005,P2,0,human,2,0.9655833405942319
10045.636912483133,0.059780921593559945,10498,17.146267312689883,0.8240617260430558,0.2684895441768175,0.16686028373311962,2.126301860496206,2.710617684446221,0.7105282770101846,0.5956302540759143,1.4386608191137624,0.0767765288626405,0.016815056686245475,3.5283045719433908,0.7875694287843322,csgo_S006_P1,S006_P1,S006,P1,0,human,2,0.9154966425394611
7450.790126123428,0.04440120172178068,10575,17.021407742983296,0.84,0.27737362778109514,0.11511010861369361,1.6828954048882536,1.868385538084887,0.7679222162169953,0.6241151475134564,2.4876989613876273,0.08520094562647754,0.03241018240424047,3.145429004187761,0.8383399045494324,csgo_S006_P2,S006_P2,S006,P2,0,human,2,0.9206059023243667
7058.342376420017,0.039232334911743626,11212,16.054265159397463,0.8745986443096682,0.21922096441554378,0.12609534582844853,1.9614357735097365,2.0747026198007785,0.8023115437909465,0.5647414114007732,2.5989308564158264,0.060470924009989296,0.01854775369083342,3.497494669265199,0.7678951730127535,csgo_S006_P3,S006_P3,S006,P3,0,human,2,0.975805047867711
16673.780202566788,0.09349974676006308,11010,16.34883886909344,0.7410535876475931,0.25280839259766114,0.21200011141369637,1.9130210513076644,3.5293949723181393,0.7443672115881937,0.5823291016593765,1.105740122421358,0.06357856494096276,-0.03200684233005365,2.665019002122712,0.8484348638342849,csgo_S006_P4,S006_P4,S006,P4,0,human,2,0.9636761487964989
7772.460695581247,0.04491303378750556,10822,16.63287988378854,0.8429125854740344,0.2037605405849743,0.13343681190144555,1.8198450989133477,2.1827190795812967,0.7033361994758847,0.565759021445918,0.8609544580430555,0.04546294585104417,-0.005138684108927793,3.518000378723099,0.8477460910275979,csgo_S007_P1,S007_P1,S007,P1,0,human,2,0.9439162668992586
9400.11663600194,0.05090300706459696,11471,15.691750915028987,0.8367186818934705,0.28952621822746016,0.13837894259060554,1.7518594293301188,2.2899854685501757,0.6924105787908568,0.625219297805109,1.3103172483028618,0.08142271815883532,-0.07999334225706561,3.252741416948267,0.8300204682563821,csgo_S007_P2,S007_P2,S007,P2,0,human,2,1.0
13491.42075264089,0.07595385809558772,11050,16.28823228700948,0.7350226244343891,0.19937813400094992,0.16738045033114868,1.9900877730933275,2.781962159857955,0.7640392895209492,0.52115096139703,1.4620929666791662,0.06108597285067873,0.004818354382018306,3.3694064110111603,0.836425402241136,csgo_S008_P1,S008_P1,S008,P1,0,human,2,0.9648127128263337
3711.422720587884,0.021241807196673537,10904,16.506343892149772,0.9160858400586941,0.10036320651143157,0.08939358259349618,1.9964863991699067,1.4727304790499682,0.7474744475063122,0.38828950143193397,1.0355418758438437,0.026595744680851064,0.07539505968807286,5.291674178741856,0.8022799443460815,csgo_S008_P2,S008_P2,S008,P2,0,human,2,0.9485863418877772
7123.851197982778,0.03991560172685296,11178,16.10309782075824,0.8556986938629451,0.12396406585819503,0.12206907176093847,1.910110776271172,1.9951124071830346,0.7570228607638173,0.42139458232205995,1.3394205698075212,0.03435319377348363,0.03548871887881722,4.100909000541846,0.8830666213347491,csgo_S008_P3,S008_P3,S008,P3,0,human,2,0.972930629297589
8397.399028936894,0.047579713791040916,11065,16.266152631728147,0.7970176231360144,0.21829487150343718,0.12000863725905432,1.8876809998168584,1.9933534861070383,0.8060097176930439,0.5317347913468637,1.1605746446716627,0.0701310438319024,0.008940478862200726,3.5248010043369895,0.9074904657032683,csgo_S008_P4,S008_P4,S008,P4,0,human,2,0.9632628188386873
