total_movement,avg_speed,n_events,mean_dt,idle_ratio,turn_angle_mean,speed_std,speed_max,dist_std,efficiency_sub,turn_angle_std,vh_ratio,dir_change_rate,xy_corr,accel_cv,step_autocorr,userId,gameId,source_file,is_bot,bot_type
91537.02897572995,0.9999154983801185,5252,33.26385978281577,0.0,0.37038809556803143,1.926123943804147,24.108597839690272,32.749090844211146,0.6787847301258797,0.6067778812575916,0.2684779608539644,0.06207159177456207,-0.035378591150091405,2.795046944335376,0.7973033958365593,-1,bot_0,synthetic_bot_0,1,stitch
94969.21889156342,0.9676690787895088,5481,32.84118291347207,0.0,0.3551075362675488,1.8298080778544898,26.691405191767462,34.35830425685561,0.6279886884354328,0.5845046136846412,0.25402693118872693,0.0582010582010582,-0.14239225361801156,2.427418585889474,0.8102785333889374,-1,bot_1,synthetic_bot_1,1,stitch
110551.48168103718,1.0219885966730191,6006,29.980509745127435,0.0,0.3420595035254969,1.811405349832749,32.96001892023459,33.45564195882235,0.6092294143972355,0.585391564384415,0.27288914531274866,0.06243756243756244,0.09690704419311216,2.175037647093387,0.8143735805129411,-1,bot_2,synthetic_bot_2,1,stitch
113160.47937415184,1.0876393159863997,6180,29.14898785425101,0.0,0.3514082738085121,1.8664056100733304,26.545454545454547,32.711722461090744,0.6239946455248864,0.6008717700577814,0.24679721726234036,0.06828478964401294,0.02618340179781938,2.3008784865257548,0.5577053040754376,-1,bot_3,synthetic_bot_3,1,stitch
112930.53036911014,0.983027228919251,6314,28.52051972745999,0.0,0.3383480533027625,1.718189022445711,24.38012766578551,31.33454282847179,0.6143557380930514,0.5782441403565276,0.25287155097793207,0.06113398796325625,-0.049194024514020614,2.145633047991392,0.7949412682458525,-1,bot_4,synthetic_bot_4,1,stitch
106853.88269652927,1.0009090406951349,6534,27.44823889739663,0.0,0.33188677701586156,1.5821638897517556,18.980223625892528,25.86899304260378,0.6229349793127188,0.5787808151877357,0.25148931799506985,0.05677992041628405,0.07098812593903749,2.0595932756858963,0.8381256229821914,-1,bot_5,synthetic_bot_5,1,stitch
98807.62864928335,0.9409985341246824,5917,30.385629754860524,0.0,0.3520885095346821,1.6965325949709127,21.99650321860622,30.4957193860589,0.6168488918456696,0.5954892422359614,0.293121295885518,0.06439073854994085,0.1051342017701758,2.359794541376536,0.8268422611287076,-1,bot_6,synthetic_bot_6,1,stitch
106862.59660472718,1.0098878534295361,5596,32.099553172475424,0.0,0.34719252886181573,1.709885894088249,19.235422513943924,33.1024237694411,0.6414713676361505,0.5894850894208338,0.24380500466398994,0.06093638313080772,0.04419228608033914,2.0933027749039037,0.7869213094254108,-1,bot_7,synthetic_bot_7,1,stitch
111971.10082556035,1.0331032744594415,6225,28.92543789169211,0.0,0.3529459961026782,1.7102461217110603,21.023796041628636,30.16054863590512,0.6251662062980775,0.5824390752188161,0.24482383560579574,0.06506024096385542,0.1835341505305124,2.206872604969142,0.7829472748681398,-1,bot_8,synthetic_bot_8,1,stitch
108553.48848983637,0.9533270508121849,6535,27.55979176236411,0.0,0.33924280736968104,1.5911732123975892,17.13346303452853,28.04990355103981,0.6597540392542781,0.5870709588856622,0.22698352546970363,0.059525631216526396,0.07494502385771991,2.1953164069827333,0.8024332827696908,-1,bot_9,synthetic_bot_9,1,stitch
