dx,dy,time,session_id,bot_type,user_id
29.0,3.0,0.0,bot_0,stitch,-1
0.0,1.0,34.0,bot_0,stitch,-1
5.0,-5.0,229.0,bot_0,stitch,-1
0.0,-2.0,259.0,bot_0,stitch,-1
0.0,-3.0,289.0,bot_0,stitch,-1
-3.0,-10.0,320.0,bot_0,stitch,-1
-5.0,-9.0,350.0,bot_0,stitch,-1
-1.0,-6.0,379.0,bot_0,stitch,-1
-3.0,-10.0,406.0,bot_0,stitch,-1
-2.0,-7.0,432.0,bot_0,stitch,-1
-1.0,-2.0,484.0,bot_0,stitch,-1
0.0,-1.0,537.0,bot_0,stitch,-1
2.0,-1.0,618.0,bot_0,stitch,-1
1.0,0.0,644.0,bot_0,stitch,-1
-1.0,2.0,696.0,bot_0,stitch,-1
-4.0,5.0,890.0,bot_0,stitch,-1
-5.0,14.0,921.0,bot_0,stitch,-1
-8.0,5.0,953.0,bot_0,stitch,-1
-15.0,6.0,985.0,bot_0,stitch,-1
-58.0,7.0,1019.0,bot_0,stitch,-1
-39.0,4.0,1051.0,bot_0,stitch,-1
0.0,1.0,1117.0,bot_0,stitch,-1
-3.0,3.0,1210.0,bot_0,stitch,-1
-7.0,8.0,1242.0,bot_0,stitch,-1
0.0,1.0,1276.0,bot_0,stitch,-1
0.0,4.0,1374.0,bot_0,stitch,-1
-5.0,6.0,1407.0,bot_0,stitch,-1
0.0,1.0,1470.0,bot_0,stitch,-1
-2.0,0.0,1533.0,bot_0,stitch,-1
1.0,0.0,1688.0,bot_0,stitch,-1
268.0,9.0,1747.0,bot_0,stitch,-1
157.0,8.0,1778.0,bot_0,stitch,-1
1.0,0.0,1862.0,bot_0,stitch,-1
4.0,-1.0,1893.0,bot_0,stitch,-1
61.0,6.0,1925.0,bot_0,stitch,-1
41.0,3.0,1954.0,bot_0,stitch,-1
56.0,5.0,1982.0,bot_0,stitch,-1
20.0,1.0,2012.0,bot_0,stitch,-1
5.0,-5.0,7744.0,bot_0,stitch,-1
-41.0,0.0,7891.0,bot_0,stitch,-1
-18.0,0.0,7914.0,bot_0,stitch,-1
-1.0,-1.0,7927.0,bot_0,stitch,-1
-2.0,0.0,8023.0,bot_0,stitch,-1
-3.0,-1.0,8042.0,bot_0,stitch,-1
-4.0,-3.0,8062.0,bot_0,stitch,-1
-3.0,-3.0,8082.0,bot_0,stitch,-1
-10.0,-3.0,8101.0,bot_0,stitch,-1
-24.0,-5.0,8121.0,bot_0,stitch,-1
-29.0,-2.0,8140.0,bot_0,stitch,-1
-21.0,0.0,8160.0,bot_0,stitch,-1
-22.0,3.0,8180.0,bot_0,stitch,-1
-29.0,4.0,8199.0,bot_0,stitch,-1
-17.0,2.0,8218.0,bot_0,stitch,-1
-5.0,0.0,8236.0,bot_0,stitch,-1
0.0,1.0,8272.0,bot_0,stitch,-1
-1.0,0.0,8343.0,bot_0,stitch,-1
-2.0,0.0,8361.0,bot_0,stitch,-1
-2.0,0.0,8378.0,bot_0,stitch,-1
0.0,1.0,8396.0,bot_0,stitch,-1
5.0,-3.0,8490.0,bot_0,stitch,-1
10.0,-8.0,8509.0,bot_0,stitch,-1
3.0,-6.0,8529.0,bot_0,stitch,-1
1.0,-2.0,8549.0,bot_0,stitch,-1
