dx,dy,time,session_id,bot_type,user_id
-7.95216586476792,4.216441741186074,0.0,csgo_stitch_0,stitch,-1
-9.92782293537229,-4.987683516482676,46.87500231375452,csgo_stitch_0,stitch,-1
-4.212685220049735,-7.030246877878255,62.50000308500603,csgo_stitch_0,stitch,-1
-1.6754043781893984,-5.630935310045885,78.12500385625754,csgo_stitch_0,stitch,-1
-0.7109502189512682,-4.564872860570006,93.75000463114702,csgo_stitch_0,stitch,-1
-0.4658569410238442,-3.6055348645892664,109.37500539512256,csgo_stitch_0,stitch,-1
-0.1038938508227431,-2.1659206240649453,125.00000616637408,csgo_stitch_0,stitch,-1
-0.0567482153691401,-1.3236764033045958,140.6250069376256,csgo_stitch_0,stitch,-1
-0.0337641526026857,-0.8423461662594036,156.2500077088771,csgo_stitch_0,stitch,-1
-0.0046837255497109,-0.1203342290012017,171.8750084801286,csgo_stitch_0,stitch,-1
0.0,0.0,187.5000092513801,csgo_stitch_0,stitch,-1
0.0,0.0,203.1250100226316,csgo_stitch_0,stitch,-1
0.0,0.0,218.7500107902451,csgo_stitch_0,stitch,-1
0.0,0.0,234.37501156149665,csgo_stitch_0,stitch,-1
0.0,0.0,250.00001233274816,csgo_stitch_0,stitch,-1
0.0,0.0,265.6250131003617,csgo_stitch_0,stitch,-1
0.0,0.0,281.25001387888915,csgo_stitch_0,stitch,-1
0.0,0.0,296.8750146465027,csgo_stitch_0,stitch,-1
0.0,0.0,312.5000154177542,csgo_stitch_0,stitch,-1
0.0,0.0,328.1250161853677,csgo_stitch_0,stitch,-1
0.0,0.0,343.7500169566192,csgo_stitch_0,stitch,-1
0.0,0.0,359.37501772423275,csgo_stitch_0,stitch,-1
0.0,0.0,375.00001849912223,csgo_stitch_0,stitch,-1
0.0,0.0,390.62501927037374,csgo_stitch_0,stitch,-1
0.0,0.0,406.2500200416253,csgo_stitch_0,stitch,-1
0.0,0.0,421.8750208128768,csgo_stitch_0,stitch,-1
0.0,0.0,437.5000215804903,csgo_stitch_0,stitch,-1
0.0,0.0,453.1250223481038,csgo_stitch_0,stitch,-1
0.0,0.0,468.7500231229933,csgo_stitch_0,stitch,-1
0.0,0.0,484.3750238942448,csgo_stitch_0,stitch,-1
0.0,0.0,500.0000246654963,csgo_stitch_0,stitch,-1
0.1879383243142456,-0.3639037793106539,515.6250254367478,csgo_stitch_0,stitch,-1
0.1904283839585048,-0.2438514933556703,531.2500262079993,csgo_stitch_0,stitch,-1
0.1822382149248653,-0.3644361670557572,546.8750269792508,csgo_stitch_0,stitch,-1
0.1728582354035666,-0.4849492624902609,562.5000277468644,csgo_stitch_0,stitch,-1
0.1692804593430423,-0.4851684337609967,578.1250285181159,csgo_stitch_0,stitch,-1
0.1588001735530326,-0.6056294534541422,593.7500292893674,csgo_stitch_0,stitch,-1
0.1549761887767431,-0.605752719658085,609.3750300606189,csgo_stitch_0,stitch,-1
