dx,dy,time,session_id,bot_type,user_id
0.0,0.0,0.0,S001_P3,human,csgo_S001_P3
0.0,0.0,15.624981504515745,S001_P3,human,csgo_S001_P3
0.0,0.0,31.249963023583405,S001_P3,human,csgo_S001_P3
0.0,0.0,46.87494452809915,S001_P3,human,csgo_S001_P3
0.0,0.0,78.12490756623447,S001_P3,human,csgo_S001_P3
0.0,0.0,93.7498890707502,S001_P3,human,csgo_S001_P3
0.0,0.0,109.37487058981787,S001_P3,human,csgo_S001_P3
0.0,0.0,124.99985209433362,S001_P3,human,csgo_S001_P3
0.0,0.0,140.62483361340128,S001_P3,human,csgo_S001_P3
0.0,0.0,156.24981511791702,S001_P3,human,csgo_S001_P3
0.0,0.0,171.87479663698468,S001_P3,human,csgo_S001_P3
0.0,0.0,187.49977814150043,S001_P3,human,csgo_S001_P3
0.0,0.0,203.1247596605681,S001_P3,human,csgo_S001_P3
0.0,0.0,218.74974117963575,S001_P3,human,csgo_S001_P3
0.0,0.0,234.3747226841515,S001_P3,human,csgo_S001_P3
0.0,0.0,249.99970420321915,S001_P3,human,csgo_S001_P3
0.0,0.0,265.6246857077349,S001_P3,human,csgo_S001_P3
0.0,0.0,281.24966722680256,S001_P3,human,csgo_S001_P3
0.0,0.0,296.8746487313183,S001_P3,human,csgo_S001_P3
0.0,0.0,312.49963025038596,S001_P3,human,csgo_S001_P3
0.0,0.0,328.1246117549017,S001_P3,human,csgo_S001_P3
0.0,0.0,343.74959327396937,S001_P3,human,csgo_S001_P3
0.0,0.0,359.374574793037,S001_P3,human,csgo_S001_P3
0.0,0.0,374.9995562975528,S001_P3,human,csgo_S001_P3
0.0,0.0,390.6245378166204,S001_P3,human,csgo_S001_P3
0.0,0.0,406.2495193211362,S001_P3,human,csgo_S001_P3
0.0,0.0,421.87450084020384,S001_P3,human,csgo_S001_P3
0.0,0.0,437.4994823447196,S001_P3,human,csgo_S001_P3
0.0,0.0,453.1244638637872,S001_P3,human,csgo_S001_P3
0.0,0.0,468.749445368303,S001_P3,human,csgo_S001_P3
0.0,0.0,484.37442688737065,S001_P3,human,csgo_S001_P3
0.0,0.0,499.9994084064383,S001_P3,human,csgo_S001_P3
0.0,0.0,515.624389910954,S001_P3,human,csgo_S001_P3
0.0,0.0,531.2493714300217,S001_P3,human,csgo_S001_P3
0.0,0.0,546.8743529345375,S001_P3,human,csgo_S001_P3
0.0,0.0,562.4993344536051,S001_P3,human,csgo_S001_P3
0.0,0.0,578.1243159581209,S001_P3,human,csgo_S001_P3
0.0,0.0,593.7492974771885,S001_P3,human,csgo_S001_P3
0.0,0.0,609.3742789817043,S001_P3,human,csgo_S001_P3
0.0,0.0,624.9992605007719,S001_P3,human,csgo_S001_P3
0.0,0.0,640.6242420198396,S001_P3,human,csgo_S001_P3
0.0,0.0,656.2492235243553,S001_P3,human,csgo_S001_P3
0.0,0.0,671.874205043423,S001_P3,human,csgo_S001_P3
0.0,0.0,687.4991865479387,S001_P3,human,csgo_S001_P3
0.0,0.0,703.1241680670064,S001_P3,human,csgo_S001_P3
0.0,0.0,718.7491495715221,S001_P3,human,csgo_S001_P3
0.0,0.0,734.3741310905898,S001_P3,human,csgo_S001_P3
0.0,0.0,749.9991125951055,S001_P3,human,csgo_S001_P3
0.0,0.0,765.6240941141732,S001_P3,human,csgo_S001_P3
0.0,0.0,781.2490756332409,S001_P3,human,csgo_S001_P3
0.0,0.0,796.8740571377566,S001_P3,human,csgo_S001_P3
0.0,0.0,812.4990386568243,S001_P3,human,csgo_S001_P3
0.0,0.0,828.12402016134,S001_P3,human,csgo_S001_P3
0.0,0.0,843.7490016804077,S001_P3,human,csgo_S001_P3
0.0,0.0,859.3739831849234,S001_P3,human,csgo_S001_P3
0.0,0.0,874.9989647039911,S001_P3,human,csgo_S001_P3
0.0,0.0,890.6239462085068,S001_P3,human,csgo_S001_P3
0.0,0.0,906.2489277275744,S001_P3,human,csgo_S001_P3
0.0,0.0,921.873909246642,S001_P3,human,csgo_S001_P3
0.0,0.0,937.498890751158,S001_P3,human,csgo_S001_P3
0.0,0.0,953.1238722702255,S001_P3,human,csgo_S001_P3
0.0,0.0,968.7488537747412,S001_P3,human,csgo_S001_P3
0.0,0.0,984.373835293809,S001_P3,human,csgo_S001_P3
0.0,0.0,999.9988167983248,S001_P3,human,csgo_S001_P3
0.0,0.0,1015.6237983173924,S001_P3,human,csgo_S001_P3
0.0,0.0,1031.248779821908,S001_P3,human,csgo_S001_P3
0.0,0.0,1046.8737613409758,S001_P3,human,csgo_S001_P3
0.0,0.0,1062.4987428600434,S001_P3,human,csgo_S001_P3
0.0,0.0,1078.1237243645592,S001_P3,human,csgo_S001_P3
0.0,0.0,1093.7487058836268,S001_P3,human,csgo_S001_P3
0.0,0.0,1109.3736873881426,S001_P3,human,csgo_S001_P3
0.0,0.0,1124.9986689072102,S001_P3,human,csgo_S001_P3
0.0,0.0,1140.623650411726,S001_P3,human,csgo_S001_P3
0.0,0.0,1156.2486319307936,S001_P3,human,csgo_S001_P3
0.0,0.0,1171.8736134353094,S001_P3,human,csgo_S001_P3
0.0,0.0,1187.498594954377,S001_P3,human,csgo_S001_P3
0.0,0.0,1203.1235764734447,S001_P3,human,csgo_S001_P3
0.0,0.0,1218.7485579779604,S001_P3,human,csgo_S001_P3
0.0,0.0,1234.373539497028,S001_P3,human,csgo_S001_P3
0.0,0.0,1249.9985210015438,S001_P3,human,csgo_S001_P3
0.0,0.0,1265.6235025206115,S001_P3,human,csgo_S001_P3
0.0,0.0,1281.2484840251273,S001_P3,human,csgo_S001_P3
0.0,0.0,1296.873465544195,S001_P3,human,csgo_S001_P3
0.0,0.0,1312.498447048711,S001_P3,human,csgo_S001_P3
0.0,0.0,1328.1234285677783,S001_P3,human,csgo_S001_P3
0.0,0.0,1343.748410086846,S001_P3,human,csgo_S001_P3
0.0,0.0,1359.3733915913615,S001_P3,human,csgo_S001_P3
0.0,0.0,1374.9983731104294,S001_P3,human,csgo_S001_P3
0.0,0.0,1390.6233546149451,S001_P3,human,csgo_S001_P3
0.0,0.0,1406.2483361340128,S001_P3,human,csgo_S001_P3
0.0,0.0,1421.8733176385283,S001_P3,human,csgo_S001_P3
0.0,0.0,1437.4982991575962,S001_P3,human,csgo_S001_P3
0.0,0.0,1453.123280662112,S001_P3,human,csgo_S001_P3
0.0,0.0,1468.7482621811796,S001_P3,human,csgo_S001_P3
0.0,0.0,1484.3732437002473,S001_P3,human,csgo_S001_P3
0.0,0.0,1499.998225204763,S001_P3,human,csgo_S001_P3
0.0,0.0,1515.623206723831,S001_P3,human,csgo_S001_P3
0.0,0.0,1531.2481882283464,S001_P3,human,csgo_S001_P3
0.0,0.0,1546.873169747414,S001_P3,human,csgo_S001_P3
0.0,0.0,1562.4981512519298,S001_P3,human,csgo_S001_P3
0.0,0.0,1578.1231327709977,S001_P3,human,csgo_S001_P3
0.0,0.0,1593.7481142755132,S001_P3,human,csgo_S001_P3
0.0,0.0,1609.3730957945809,S001_P3,human,csgo_S001_P3
0.0,0.0,1624.9980773136483,S001_P3,human,csgo_S001_P3
0.0,0.0,1640.6230588181645,S001_P3,human,csgo_S001_P3
0.0,0.0,1656.248040337232,S001_P3,human,csgo_S001_P3
0.0,0.0,1671.8730218417477,S001_P3,human,csgo_S001_P3
0.0,0.0,1687.4980033608151,S001_P3,human,csgo_S001_P3
0.0,0.0,1703.122984865331,S001_P3,human,csgo_S001_P3
0.0,0.0,1718.7479663843988,S001_P3,human,csgo_S001_P3
0.0,0.0,1734.3729478889145,S001_P3,human,csgo_S001_P3
-0.0219999989964776,0.0,1749.9979294079822,S001_P3,human,csgo_S001_P3
0.0,0.0,1765.6229109270498,S001_P3,human,csgo_S001_P3
0.0,0.0,1781.2478924315656,S001_P3,human,csgo_S001_P3
0.0,0.0,1796.8728739506332,S001_P3,human,csgo_S001_P3
0.0,0.0,1812.497855455149,S001_P3,human,csgo_S001_P3
0.0,0.0,1828.1228369742169,S001_P3,human,csgo_S001_P3
0.0,0.0,1843.7478184787324,S001_P3,human,csgo_S001_P3
0.0,0.0,1859.3727999978,S001_P3,human,csgo_S001_P3
0.0,0.0,1874.997781502316,S001_P3,human,csgo_S001_P3
0.0,0.0,1890.6227630213832,S001_P3,human,csgo_S001_P3
-6.600004098800127e-09,0.0439999888046138,1906.247744540451,S001_P3,human,csgo_S001_P3
-0.0220001114426224,0.0879999496228718,1921.8727260449668,S001_P3,human,csgo_S001_P3
-0.0440011506737789,0.1759996486861014,1937.4977075640345,S001_P3,human,csgo_S001_P3
-0.0660070074257817,0.2859983475060676,1953.1226890685505,S001_P3,human,csgo_S001_P3
-0.0660275618120067,0.4399943924666363,1968.747670587618,S001_P3,human,csgo_S001_P3
-0.0660860176803339,0.6379868390633872,1984.3726520921336,S001_P3,human,csgo_S001_P3
-0.0882243538154909,0.7919679992131334,1999.9976336112013,S001_P3,human,csgo_S001_P3
-0.1105802537164208,1.0779259061203903,2015.622615115717,S001_P3,human,csgo_S001_P3
-0.089139283366137,1.3198835095918544,2031.2475966347847,S001_P3,human,csgo_S001_P3
-0.0677194862999783,1.363855186678549,2046.8725781538524,S001_P3,human,csgo_S001_P3
-0.0686939414046605,1.517798650701045,2062.497559658368,S001_P3,human,csgo_S001_P3
-0.0926454709118616,1.8036671455794435,2078.122541177436,S001_P3,human,csgo_S001_P3
-0.0486479724887374,1.4957289460936938,2093.7475226819515,S001_P3,human,csgo_S001_P3
-0.0277215071059799,1.6497431001323104,2109.372504201019,S001_P3,human,csgo_S001_P3
-0.0529137868489897,1.9795867242699767,2124.997485705535,S001_P3,human,csgo_S001_P3
-0.0099487455237294,2.1557112060202552,2140.6224672246026,S001_P3,human,csgo_S001_P3
0.1064398302794131,1.8263001221411024,2156.2474487291183,S001_P3,human,csgo_S001_P3
0.1569833108013085,1.3425571937720306,2171.872430248186,S001_P3,human,csgo_S001_P3
0.0230438203608969,0.0880798836782403,2187.4974117672537,S001_P3,human,csgo_S001_P3
0.0,0.0,2203.1223932717694,S001_P3,human,csgo_S001_P3
0.0,0.0,2218.747374790837,S001_P3,human,csgo_S001_P3
0.0,0.0,2234.372356295353,S001_P3,human,csgo_S001_P3
0.0,0.0,2249.9973378144205,S001_P3,human,csgo_S001_P3
0.0,0.0,2265.622319318936,S001_P3,human,csgo_S001_P3
0.0,0.0,2281.247300838004,S001_P3,human,csgo_S001_P3
0.0,0.0,2296.8722823425196,S001_P3,human,csgo_S001_P3
0.0,0.0,2312.4972638615873,S001_P3,human,csgo_S001_P3
0.0,0.0,2328.122245380655,S001_P3,human,csgo_S001_P3
0.0,0.0,2343.7472268851707,S001_P3,human,csgo_S001_P3
0.0,0.0,2359.3722084042383,S001_P3,human,csgo_S001_P3
0.0,0.0,2374.997189908754,S001_P3,human,csgo_S001_P3
0.0,0.0,2390.6221714278217,S001_P3,human,csgo_S001_P3
0.0,0.0,2406.2471529323375,S001_P3,human,csgo_S001_P3
0.0,0.0,2421.872134451405,S001_P3,human,csgo_S001_P3
0.0,0.0,2437.497115970473,S001_P3,human,csgo_S001_P3
0.0,0.0,2453.1220974749885,S001_P3,human,csgo_S001_P3
0.0,0.0,2468.747078994056,S001_P3,human,csgo_S001_P3
0.0,0.0,2484.372060498572,S001_P3,human,csgo_S001_P3
-0.0473435906307315,0.1098154685525543,2499.9970420176396,S001_P3,human,csgo_S001_P3
-0.1895596729978876,0.3511093361278767,2515.6220235221554,S001_P3,human,csgo_S001_P3
-0.1436731548023146,0.3951609726322083,2531.247005041223,S001_P3,human,csgo_S001_P3
-0.0254388372132439,0.2638068769405457,2546.8719865457388,S001_P3,human,csgo_S001_P3
-0.0245711570332218,0.1318265345311253,2562.4969680648064,S001_P3,human,csgo_S001_P3
-0.0241187099911428,0.0658336704953157,2578.121949583874,S001_P3,human,csgo_S001_P3
-0.0001670084315321,0.0219934054531769,2593.74693108839,S001_P3,human,csgo_S001_P3
0.0,0.0,2609.3719126074575,S001_P3,human,csgo_S001_P3
0.0,0.0,2624.9968941119732,S001_P3,human,csgo_S001_P3
0.0,0.0,2640.621875631041,S001_P3,human,csgo_S001_P3
0.0,0.0,2656.2468571355566,S001_P3,human,csgo_S001_P3
0.0,0.0,2671.8718386546243,S001_P3,human,csgo_S001_P3
0.0,0.0,2687.49682015914,S001_P3,human,csgo_S001_P3
-0.023632349511331,-0.0001575647145415,2703.1218016782077,S001_P3,human,csgo_S001_P3
0.0,0.0,2718.7467831972754,S001_P3,human,csgo_S001_P3
0.0,0.0,2734.371764701791,S001_P3,human,csgo_S001_P3
0.0,0.0,2749.9967462208588,S001_P3,human,csgo_S001_P3
0.0,0.0,2765.6217277253745,S001_P3,human,csgo_S001_P3
0.0,0.0,2781.246709244442,S001_P3,human,csgo_S001_P3
0.0,0.0,2796.871690748958,S001_P3,human,csgo_S001_P3
0.0,0.0,2812.4966722680256,S001_P3,human,csgo_S001_P3
0.0,0.0,2828.1216537725413,S001_P3,human,csgo_S001_P3
0.0,0.0,2843.746635291609,S001_P3,human,csgo_S001_P3
0.0,0.0,2859.3716168106766,S001_P3,human,csgo_S001_P3
0.0,0.0,2874.9965983151924,S001_P3,human,csgo_S001_P3
0.0,0.0,2890.62157983426,S001_P3,human,csgo_S001_P3
0.0,0.0,2906.246561338776,S001_P3,human,csgo_S001_P3
0.0,0.0,2921.8715428578435,S001_P3,human,csgo_S001_P3
0.0,0.0,2937.496524362359,S001_P3,human,csgo_S001_P3
0.0,0.0,2953.121505881427,S001_P3,human,csgo_S001_P3
0.0,0.0,2968.7464873859426,S001_P3,human,csgo_S001_P3
0.0,0.0,2984.3714689050103,S001_P3,human,csgo_S001_P3
0.0,0.0,2999.996450424078,S001_P3,human,csgo_S001_P3
0.0,0.0,3015.6214319285937,S001_P3,human,csgo_S001_P3
0.0,0.0,3031.2464134476613,S001_P3,human,csgo_S001_P3
0.0,0.0,3046.871394952177,S001_P3,human,csgo_S001_P3
0.0,0.0,3062.4963764712447,S001_P3,human,csgo_S001_P3
0.0,0.0,3078.1213579757605,S001_P3,human,csgo_S001_P3
0.0,0.0,3093.746339494828,S001_P3,human,csgo_S001_P3
0.0,0.0,3109.371320999344,S001_P3,human,csgo_S001_P3
0.0,0.0,3124.9963025184115,S001_P3,human,csgo_S001_P3
0.0,0.0,3140.621284037479,S001_P3,human,csgo_S001_P3
0.0,0.0,3156.246265541995,S001_P3,human,csgo_S001_P3
0.0,0.0,3171.8712470610626,S001_P3,human,csgo_S001_P3
0.0,0.0,3187.4962285655783,S001_P3,human,csgo_S001_P3
0.0,0.0,3203.121210084646,S001_P3,human,csgo_S001_P3
0.0,0.0,3218.7461915891618,S001_P3,human,csgo_S001_P3
0.0,0.0,3234.3711731082294,S001_P3,human,csgo_S001_P3
0.0,0.0,3249.996154612745,S001_P3,human,csgo_S001_P3
0.0,0.0,3265.621136131813,S001_P3,human,csgo_S001_P3
0.0,0.0,3281.2461176508805,S001_P3,human,csgo_S001_P3
0.0,0.0,3296.871099155396,S001_P3,human,csgo_S001_P3
0.0,0.0,3312.496080674464,S001_P3,human,csgo_S001_P3
0.0,0.0,3328.1210621789796,S001_P3,human,csgo_S001_P3
0.0,0.0,3343.7460436980473,S001_P3,human,csgo_S001_P3
0.0,0.0,3359.371025202563,S001_P3,human,csgo_S001_P3
-0.000171106878696,0.0219948481119161,3374.9960067216307,S001_P3,human,csgo_S001_P3
0.0,0.0,3390.6209882261464,S001_P3,human,csgo_S001_P3
-0.0001712060455929,0.021994471375482,3406.245969745214,S001_P3,human,csgo_S001_P3
0.0,0.0,3421.8709512642818,S001_P3,human,csgo_S001_P3
-0.0001714650522615,0.0219953292413279,3437.4959327687975,S001_P3,human,csgo_S001_P3
0.0,0.0,3453.120914287865,S001_P3,human,csgo_S001_P3
0.0,0.0,3468.745895792381,S001_P3,human,csgo_S001_P3
0.0,0.0,3484.370877311449,S001_P3,human,csgo_S001_P3
0.0,0.0,3499.9958588159643,S001_P3,human,csgo_S001_P3
0.0,0.0,3515.620840335032,S001_P3,human,csgo_S001_P3
0.0,0.0,3531.2458218395477,S001_P3,human,csgo_S001_P3
0.0,0.0,3546.8708033586154,S001_P3,human,csgo_S001_P3
0.0,0.0,3562.495784877683,S001_P3,human,csgo_S001_P3
0.0,0.0,3578.120766382199,S001_P3,human,csgo_S001_P3
0.0,0.0,3593.7457479012664,S001_P3,human,csgo_S001_P3
0.0,0.0,3609.370729405782,S001_P3,human,csgo_S001_P3
0.0,0.0,3624.99571092485,S001_P3,human,csgo_S001_P3
0.0,0.0,3640.6206924293656,S001_P3,human,csgo_S001_P3
0.0,0.0,3656.2456739484337,S001_P3,human,csgo_S001_P3
0.0,0.0,3671.870655452949,S001_P3,human,csgo_S001_P3
0.0,0.0,3687.4956369720167,S001_P3,human,csgo_S001_P3
0.0,0.0,3703.120618491084,S001_P3,human,csgo_S001_P3
0.0,0.0,3718.7455999956,S001_P3,human,csgo_S001_P3
0.0,0.0,3734.370581514668,S001_P3,human,csgo_S001_P3
0.0,0.0,3749.995563019183,S001_P3,human,csgo_S001_P3
0.0,0.0,3765.620544538251,S001_P3,human,csgo_S001_P3
0.0,0.0,3781.245526042767,S001_P3,human,csgo_S001_P3
0.0,0.0,3796.8705075618345,S001_P3,human,csgo_S001_P3
0.0,0.0,3812.4954890663503,S001_P3,human,csgo_S001_P3
0.0,0.0,3828.120470585418,S001_P3,human,csgo_S001_P3
0.0,0.0,3843.7454521044856,S001_P3,human,csgo_S001_P3
0.0,0.0,3859.370433609002,S001_P3,human,csgo_S001_P3
0.0,0.0,3874.995415128069,S001_P3,human,csgo_S001_P3
0.0,0.0,3890.6203966325847,S001_P3,human,csgo_S001_P3
0.0,0.0,3906.245378151653,S001_P3,human,csgo_S001_P3
0.0,0.0,3921.870359656168,S001_P3,human,csgo_S001_P3
0.0,0.0,3937.495341175236,S001_P3,human,csgo_S001_P3
0.0,0.0,3953.120322679752,S001_P3,human,csgo_S001_P3
0.0,0.0,3968.745304198819,S001_P3,human,csgo_S001_P3
0.0,0.0,3984.370285717887,S001_P3,human,csgo_S001_P3
0.0,0.0,3999.9952672224026,S001_P3,human,csgo_S001_P3
0.0,0.0,4015.6202487414703,S001_P3,human,csgo_S001_P3
0.0,0.0,4031.245230245986,S001_P3,human,csgo_S001_P3
0.0,0.0,4046.8702117650537,S001_P3,human,csgo_S001_P3
0.0,0.0,4062.4951932695694,S001_P3,human,csgo_S001_P3
0.0,0.0,4078.120174788637,S001_P3,human,csgo_S001_P3
0.0,0.0,4093.745156293153,S001_P3,human,csgo_S001_P3
0.0,0.0,4109.3701378122205,S001_P3,human,csgo_S001_P3
0.0,0.0,4124.995119331288,S001_P3,human,csgo_S001_P3
0.0,0.0,4140.620100835804,S001_P3,human,csgo_S001_P3
0.0,0.0,4156.245082354872,S001_P3,human,csgo_S001_P3
0.0,0.0,4171.870063859387,S001_P3,human,csgo_S001_P3
0.0,0.0,4187.495045378455,S001_P3,human,csgo_S001_P3
0.0,0.0,4203.120026882971,S001_P3,human,csgo_S001_P3
0.0,0.0,4218.745008402038,S001_P3,human,csgo_S001_P3
0.0,0.0,4234.369989906554,S001_P3,human,csgo_S001_P3
0.0,0.0,4249.994971425622,S001_P3,human,csgo_S001_P3
0.0,0.0,4265.619952944689,S001_P3,human,csgo_S001_P3
0.0,0.0,4281.244934449205,S001_P3,human,csgo_S001_P3
0.0,0.0,4296.869915968273,S001_P3,human,csgo_S001_P3
0.0,0.0,4312.494897472789,S001_P3,human,csgo_S001_P3
0.0,0.0,4328.119878991856,S001_P3,human,csgo_S001_P3
0.0,0.0,4343.744860496372,S001_P3,human,csgo_S001_P3
0.0,0.0,4359.36984201544,S001_P3,human,csgo_S001_P3
0.0,0.0,4374.994823519955,S001_P3,human,csgo_S001_P3
0.0,0.0,4390.619805039023,S001_P3,human,csgo_S001_P3
0.0,0.0,4406.244786558091,S001_P3,human,csgo_S001_P3
0.0,0.0,4421.869768062606,S001_P3,human,csgo_S001_P3
0.0,0.0,4437.494749581674,S001_P3,human,csgo_S001_P3
0.0,0.0,4453.11973108619,S001_P3,human,csgo_S001_P3
0.0,0.0,4468.7447126052575,S001_P3,human,csgo_S001_P3
0.0,0.0,4484.369694109773,S001_P3,human,csgo_S001_P3
0.0,0.0,4499.994675628841,S001_P3,human,csgo_S001_P3
0.0,0.0,4515.619657133357,S001_P3,human,csgo_S001_P3
0.0,0.0,4531.244638652424,S001_P3,human,csgo_S001_P3
0.0,0.0,4546.869620171492,S001_P3,human,csgo_S001_P3
0.0,0.0,4562.494601676008,S001_P3,human,csgo_S001_P3
0.0,0.0,4578.119583195075,S001_P3,human,csgo_S001_P3
0.0,0.0,4593.744564699591,S001_P3,human,csgo_S001_P3
0.0,0.0,4609.369546218659,S001_P3,human,csgo_S001_P3
0.0,0.0,4624.9945277231745,S001_P3,human,csgo_S001_P3
0.0,0.0,4640.619509242242,S001_P3,human,csgo_S001_P3
0.0,0.0,4656.244490746758,S001_P3,human,csgo_S001_P3
0.0,0.0,4671.869472265826,S001_P3,human,csgo_S001_P3
0.0,0.0,4687.494453784893,S001_P3,human,csgo_S001_P3
0.0,0.0,4703.119435289409,S001_P3,human,csgo_S001_P3
0.0,0.0,4718.744416808477,S001_P3,human,csgo_S001_P3
0.0,0.0,4734.369398312992,S001_P3,human,csgo_S001_P3
0.0,0.0,4749.99437983206,S001_P3,human,csgo_S001_P3
0.0,0.0,4765.619361336576,S001_P3,human,csgo_S001_P3
0.0,0.0,4781.2443428556435,S001_P3,human,csgo_S001_P3
0.0,0.0,4796.869324360159,S001_P3,human,csgo_S001_P3
0.0,0.0,4812.494305879227,S001_P3,human,csgo_S001_P3
0.0,0.0,4828.119287398295,S001_P3,human,csgo_S001_P3
0.0,0.0,4843.74426890281,S001_P3,human,csgo_S001_P3
0.0,0.0,4859.369250421878,S001_P3,human,csgo_S001_P3
0.0,0.0,4874.994231926394,S001_P3,human,csgo_S001_P3
0.0,0.0,4890.619213445461,S001_P3,human,csgo_S001_P3
0.0,0.0,4906.244194949977,S001_P3,human,csgo_S001_P3
0.0,0.0,4921.869176469045,S001_P3,human,csgo_S001_P3
0.0,0.0,4937.4941579735605,S001_P3,human,csgo_S001_P3
0.0,0.0,4953.119139492628,S001_P3,human,csgo_S001_P3
0.0,0.0,4968.744121011696,S001_P3,human,csgo_S001_P3
0.0,0.0,4984.369102516212,S001_P3,human,csgo_S001_P3
0.0,0.0,4999.994084035279,S001_P3,human,csgo_S001_P3
0.0,0.0,5015.619065539795,S001_P3,human,csgo_S001_P3
0.0,0.0,5031.244047058863,S001_P3,human,csgo_S001_P3
0.0,0.0,5046.869028563378,S001_P3,human,csgo_S001_P3
0.0,0.0,5062.494010082446,S001_P3,human,csgo_S001_P3
0.0,0.0,5078.118991586962,S001_P3,human,csgo_S001_P3
0.0,0.0,5093.743973106029,S001_P3,human,csgo_S001_P3
0.0,0.0,5109.368954625097,S001_P3,human,csgo_S001_P3
0.0,0.0,5124.993936129613,S001_P3,human,csgo_S001_P3
0.0,0.0,5140.6189176486805,S001_P3,human,csgo_S001_P3
